,PERMIT_TYPE,REVIEW_TYPE,PROCESSING_TIME,BUILDING_FEE_PAID,ZONING_FEE_PAID,OTHER_FEE_PAID,SUBTOTAL_PAID,BUILDING_FEE_UNPAID,ZONING_FEE_UNPAID,OTHER_FEE_UNPAID,SUBTOTAL_UNPAID,BUILDING_FEE_WAIVED,ZONING_FEE_WAIVED,OTHER_FEE_WAIVED,SUBTOTAL_WAIVED,TOTAL_FEE,REPORTED_COST,COMMUNITY_AREA,CENSUS_TRACT,WARD,IS_PERMIT_VALID
624,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,73,1050.0,75.0,0.0,1125.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1125.0,20000.0,43,430800,7,1
626,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,34,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,12000.0,25,831300,37,1
627,PERMIT - SIGNS,SIGN PERMIT,3,500.0,200.0,0.0,700.0,0.0,0,0.0,0.0,0.0,0,0,0.0,700.0,1500.0,19,190200,31,1
632,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,302,1275.1,100.0,2002.0,3377.1,0.0,0,0.0,0.0,0.0,0,0,0.0,3377.1,80000.0,59,590700,12,1
633,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,63,650.0,125.0,0.0,775.0,0.0,0,0.0,0.0,0.0,0,0,0.0,775.0,77280.0,69,691300,6,1
634,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,69,2000.0,75.0,1878.0,3953.0,0.0,0,0.0,0.0,0.0,0,0,0.0,3953.0,710000.0,38,381200,3,1
635,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,43,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,5000.0,66,660400,23,1
636,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,129,750.0,75.0,0.0,825.0,0.0,0,0.0,0.0,0.0,0,0,0.0,825.0,25000.0,28,833000,27,1
637,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,30,3543.68,50.0,626.0,4219.68,0.0,0,0.0,0.0,0.0,0,0,0.0,4219.68,100000.0,38,843600,4,1
640,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,9,935.3,50.0,0.0,985.3,0.0,0,0.0,0.0,0.0,0,0,0.0,985.3,100000.0,72,720400,19,1
641,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,110,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,3000.0,25,252202,28,1
643,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,49,1500.0,50.0,875.0,2425.0,0.0,0,0.0,0.0,0.0,0,0,0.0,2425.0,60000.0,38,381900,4,1
644,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,76,688.5,50.0,0.0,738.5,0.0,0,0.0,0.0,0.0,0,0,0.0,738.5,30000.0,43,430900,8,1
645,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,34,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,3400.0,42,834400,20,1
648,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,68,1156.62,75.0,750.0,1981.62,0.0,0,0.0,0.0,0.0,0,0,0.0,1981.62,65800.0,24,240700,1,1
650,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,61,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,30000.0,29,841400,24,1
654,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,57,2100.0,75.0,0.0,2175.0,0.0,0,0.0,0.0,0.0,0,0,0.0,2175.0,50000.0,27,837300,24,1
656,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,11,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,17908.0,17,171000,38,1
657,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,9,500.0,75.0,0.0,575.0,0.0,0,0.0,0.0,0.0,0,0,0.0,575.0,190000.0,48,480500,7,1
658,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,41,2000.0,150.0,626.0,2776.0,0.0,0,0.0,0.0,0.0,0,0,0.0,2776.0,1750000.0,29,292400,24,1
661,PERMIT - REINSTATE REVOKED PMT,EASY PERMIT,9,544.13,0.0,0.0,544.13,0.0,0,0.0,0.0,0.0,0,0,0.0,544.13,1.0,5,51300,32,1
662,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,30,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,120000.0,28,833000,27,1
667,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1.0,26,260100,37,1
668,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,3,300.0,0.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,1.0,2,20302,50,1
671,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,5,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1.0,7,71600,43,1
673,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,19,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1.0,21,210900,33,1
674,PERMIT - ELECTRIC WIRING,ELECTRICAL PLAN REVIEW,55,525.0,0.0,0.0,525.0,0.0,0,0.0,0.0,0.0,0,0,0.0,525.0,1.0,77,30703,48,1
675,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,1.0,77,30703,48,1
679,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,4500.0,53,530503,34,1
680,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,84,750.0,75.0,0.0,825.0,0.0,0,0.0,0.0,0.0,0,0,0.0,825.0,25000.0,28,280100,42,1
681,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,25,500.0,75.0,0.0,575.0,0.0,0,0.0,0.0,0.0,0,0,0.0,575.0,35000.0,23,836600,26,1
684,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,3,751.0,50.0,0.0,801.0,0.0,0,0.0,0.0,0.0,0,0,0.0,801.0,135000.0,75,750300,19,1
693,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2,300.0,0.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,15000.0,24,243100,27,1
694,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,54,823.2,75.0,0.0,898.2,0.0,0,0.0,0.0,0.0,0,0,0.0,898.2,88750.0,24,243200,27,1
695,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,98,1500.0,75.0,0.0,1575.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1575.0,1200000.0,6,60500,47,1
697,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1,300.0,0.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,5000.0,7,832500,43,1
700,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,127,639.0,75.0,0.0,714.0,0.0,0,0.0,0.0,0.0,0,0,0.0,714.0,150000.0,25,251300,29,1
701,PERMIT - WRECKING/DEMOLITION,DEMOLITION PERMIT,97,500.0,0.0,0.0,500.0,0.0,0,0.0,0.0,0.0,0,0,0.0,500.0,1.0,69,691500,8,1
703,PERMIT - WRECKING/DEMOLITION,DEMOLITION PERMIT,78,500.0,0.0,0.0,500.0,0.0,0,0.0,0.0,0.0,0,0,0.0,500.0,1.0,66,835000,16,1
705,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,22,5769.09,75.0,0.0,5844.09,0.0,0,0.0,0.0,0.0,0,0,0.0,5844.09,1700000.0,32,839100,42,1
708,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,11,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,160052.0,24,241300,2,1
714,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,6,450.0,0.0,0.0,450.0,0.0,0,0.0,0.0,0.0,0,0,0.0,450.0,299000.0,2,20802,50,1
715,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,1.0,66,660302,16,1
732,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,40,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,25000.0,3,830700,46,1
739,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,2,665.91,75.0,0.0,740.91,0.0,0,0.0,0.0,0.0,0,0,0.0,740.91,245000.0,72,720400,19,1
741,PERMIT - SIGNS,SIGN PERMIT,19,200.0,200.0,0.0,400.0,0.0,0,0.0,0.0,0.0,0,0,0.0,400.0,5000.0,18,831600,36,1
742,PERMIT - SCAFFOLDING,EASY PERMIT,3,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,111.0,8,80100,43,1
750,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,19,2500.0,150.0,1566.0,4216.0,0.0,0,0.0,0.0,0.0,0,0,0.0,4216.0,345000.0,42,420700,20,1
751,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,18,2500.0,150.0,1566.0,4216.0,0.0,0,0.0,0.0,0.0,0,0,0.0,4216.0,345000.0,42,420700,20,1
754,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,33,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,8400.0,34,340600,11,1
768,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,81,500.0,75.0,0.0,575.0,0.0,0,0.0,0.0,0.0,0,0,0.0,575.0,150000.0,6,60100,47,1
771,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,82,3000.0,75.0,0.0,3075.0,0.0,0,0.0,0.0,0.0,0,0,0.0,3075.0,480000.0,26,260600,28,1
773,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,24,529.92,50.0,0.0,579.92,0.0,0,0.0,0.0,0.0,0,0,0.0,579.92,180000.0,71,711200,21,1
774,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,51,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,21000.0,73,730300,21,1
775,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,6,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,240000.0,74,740200,19,1
779,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,71,750.0,50.0,0.0,800.0,0.0,0,0.0,0.0,0.0,0,0,0.0,800.0,50000.0,44,842400,17,1
780,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,74,750.0,50.0,0.0,800.0,0.0,0,0.0,0.0,0.0,0,0,0.0,800.0,75000.0,71,711100,21,1
784,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,1,225.0,0.0,0.0,225.0,0.0,0,0.0,0.0,0.0,0,0,0.0,225.0,18856.0,15,150402,38,1
793,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5,550.0,0.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,13555.0,15,150200,45,1
796,PERMIT - SIGNS,SIGN PERMIT,28,500.0,200.0,0.0,700.0,0.0,0,0.0,0.0,0.0,0,0,0.0,700.0,4000.0,61,842600,20,1
803,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,15,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,65000.0,29,843000,24,1
807,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,83,1200.0,50.0,0.0,1250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1250.0,150000.0,56,561100,13,1
808,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,16,1010.0,100.0,0.0,1110.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1110.0,65000.0,42,420700,20,1
810,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,174,1588.13,50.0,0.0,1638.13,0.0,0,0.0,0.0,0.0,0,0,0.0,1638.13,350000.0,16,160300,39,1
812,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,61,936.0,75.0,0.0,1011.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1011.0,150000.0,21,210601,35,1
813,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,145,1500.0,75.0,0.0,1575.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1575.0,5000.0,66,660600,16,1
814,PERMIT - RENOVATION/ALTERATION,SELF CERT,1,500.0,50.0,625.0,1175.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1175.0,30000.0,69,690900,6,1
815,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,68,750.0,50.0,0.0,800.0,0.0,0,0.0,0.0,0.0,0,0,0.0,800.0,10000.0,44,440201,6,1
816,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,250,1545.3,125.0,626.0,2296.3,0.0,0,0.0,0.0,0.0,0,0,0.0,2296.3,606000.0,22,221100,35,1
820,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,21,920.0,75.0,0.0,995.0,0.0,0,0.0,0.0,0.0,0,0,0.0,995.0,120000.0,61,611200,20,1
821,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,59,620.16,50.0,0.0,670.16,0.0,0,0.0,0.0,0.0,0,0,0.0,670.16,150000.0,68,834600,20,1
842,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,4,475.0,50.0,0.0,525.0,0.0,0,0.0,0.0,0.0,0,0,0.0,525.0,23500.0,36,836400,4,1
863,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,78,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,79000.0,8,81201,42,1
867,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,85,1472.0,75.0,0.0,1547.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1547.0,1000000.0,24,241400,1,1
870,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,34,750.0,75.0,0.0,825.0,0.0,0,0.0,0.0,0.0,0,0,0.0,825.0,6500.0,28,833000,25,1
871,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,53,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,33650.0,24,243400,1,1
875,PERMIT - SIGNS,SIGN PERMIT,78,200.0,500.0,0.0,700.0,0.0,0,0.0,0.0,0.0,0,0,0.0,700.0,10000.0,70,700100,18,1
876,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,178,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,500.0,74,740100,19,1
884,PERMIT - SIGNS,SIGN PERMIT,28,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,1500.0,7,70600,2,1
891,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,87,750.0,50.0,0.0,800.0,0.0,0,0.0,0.0,0.0,0,0,0.0,800.0,118000.0,70,700301,18,1
892,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,77,500.0,75.0,0.0,575.0,0.0,0,0.0,0.0,0.0,0,0,0.0,575.0,80000.0,28,283100,28,1
893,PERMIT - SIGNS,SIGN PERMIT,56,100.0,200.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,9000.0,66,661000,18,1
929,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,13,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,25000.0,72,720700,19,1
932,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,10,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,27600.0,22,832200,32,1
933,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,800.0,45,834300,8,1
934,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,1500.0,28,832900,28,1
983,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,2,400.0,0.0,0.0,400.0,0.0,0,0.0,0.0,0.0,0,0,0.0,400.0,65000.0,21,210602,35,1
987,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,320,750.0,75.0,0.0,825.0,0.0,0,0.0,0.0,0.0,0,0,0.0,825.0,25000.0,11,110400,45,1
988,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,49,3000.0,75.0,0.0,3075.0,0.0,0,0.0,0.0,0.0,0,0,0.0,3075.0,125000.0,28,833100,25,1
989,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,62,400.0,50.0,0.0,450.0,0.0,0,0.0,0.0,0.0,0,0,0.0,450.0,35000.0,8,80100,43,1
990,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,40,629.72,50.0,0.0,679.72,0.0,0,0.0,0.0,0.0,0,0,0.0,679.72,60000.0,73,730700,34,1
994,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,35,2500.0,150.0,1253.0,3903.0,0.0,0,0.0,0.0,0.0,0,0,0.0,3903.0,300000.0,13,130100,50,1
995,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,176,1834.54,75.0,0.0,1909.54,0.0,0,0.0,0.0,0.0,0,0,0.0,1909.54,650000.0,31,843200,25,1
996,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,17000.0,6,62500,47,1
998,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,14,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,9000.0,72,720100,19,1
1000,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,8,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,19500.0,15,151002,31,1
1001,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,11,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,8200.0,6,60100,47,1
1002,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,9,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,13400.0,16,160501,33,1
1009,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,1,175.0,0.0,0.0,175.0,0.0,0,0.0,0.0,0.0,0,0,0.0,175.0,1.0,9,90100,41,1
1010,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,101,2363.85,50.0,0.0,2413.85,0.0,0,0.0,0.0,0.0,0,0,0.0,2413.85,150000.0,68,834700,16,1
1012,PERMIT - ELECTRIC WIRING,ELECTRICAL PLAN REVIEW,30,300.0,0.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0,0,0.0,300.0,9000.0,27,837000,27,1
1014,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,10,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,13402.0,19,831500,36,1
1017,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,9,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,9700.0,22,220702,31,1
1018,PERMIT - SIGNS,SIGN PERMIT,8,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,1500.0,2,20400,50,1
1020,PERMIT - SIGNS,SIGN PERMIT,8,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,1500.0,2,20400,50,1
1024,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,6,150.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0,0,0.0,150.0,7845.0,25,831400,29,1
1025,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,4,775.0,0.0,0.0,775.0,0.0,0,0.0,0.0,0.0,0,0,0.0,775.0,1.0,24,243500,27,1
1027,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,62,2057.12,1500.0,0.0,3557.12,0.0,0,0.0,0.0,0.0,0,0,0.0,3557.12,1860000.0,7,70200,43,1
1028,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,2,225.0,0.0,0.0,225.0,0.0,0,0.0,0.0,0.0,0,0,0.0,225.0,5000.0,8,81300,2,1
1037,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,31,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,602.0,75,0,677.0,677.0,285000.0,54,540101,9,1
1039,PERMIT - SIGNS,SIGN PERMIT,9,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,250.0,73,730300,21,1
1040,PERMIT - SIGNS,SIGN PERMIT,9,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,250.0,73,730300,21,1
1041,PERMIT - SIGNS,SIGN PERMIT,9,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,2250.0,73,730300,21,1
1042,PERMIT - SIGNS,SIGN PERMIT,9,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,2250.0,73,730300,21,1
1052,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,6,300.0,75.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,21000.0,1,10503,49,1
1056,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,4,450.0,0.0,0.0,450.0,0.0,0,0.0,0.0,0.0,0,0,0.0,450.0,646124.0,8,80100,43,1
1059,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,115,468.95,50.0,0.0,518.95,0.0,0,0.0,0.0,0.0,0,0,0.0,518.95,44000.0,25,250500,29,1
1060,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,17,375.0,0.0,0.0,375.0,0.0,0,0.0,0.0,0.0,0,0,0.0,375.0,18035.0,6,63302,44,1
1061,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,572375.0,32,839100,42,1
1062,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,180,750.0,75.0,0.0,825.0,0.0,0,0.0,0.0,0.0,0,0,0.0,825.0,20000.0,1,10202,49,1
1077,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,2,175.0,50.0,0.0,225.0,0.0,0,0.0,0.0,0.0,0,0,0.0,225.0,1.0,8,81201,42,1
1078,PERMIT - SIGNS,SIGN PERMIT,7,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,500.0,61,842600,11,1
1083,PERMIT - SIGNS,SIGN PERMIT,4,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,1500.0,6,62700,32,1
1088,PERMIT - SIGNS,SIGN PERMIT,4,50.0,200.0,0.0,250.0,0.0,0,0.0,0.0,0.0,0,0,0.0,250.0,1000.0,6,63000,44,1
1112,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,70,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,70000.0,68,834800,20,1
1114,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,79,743.75,75.0,0.0,818.75,0.0,0,0.0,0.0,0.0,0,0,0.0,818.75,20000.0,66,835000,16,1
1115,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,4,350.0,50.0,0.0,400.0,0.0,0,0.0,0.0,0.0,0,0,0.0,400.0,32500.0,49,490800,9,1
1119,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,172,300.0,50.0,0.0,350.0,0.0,0,0.0,0.0,0.0,0,0,0.0,350.0,4000.0,69,691500,8,1
1120,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,78,500.0,50.0,0.0,550.0,0.0,0,0.0,0.0,0.0,0,0,0.0,550.0,35000.0,25,251500,37,1
1124,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,15,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,4000.0,76,760801,41,1
1127,PERMIT - RENOVATION/ALTERATION,DIRECT DEVELOPER SERVICES,21,3000.0,75.0,0.0,3075.0,0.0,0,0.0,0.0,0.0,0,0,0.0,3075.0,69070.0,30,830500,22,1
1130,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,78,300.0,50.0,0.0,350.0,0.0,0,0.0,0.0,0.0,0,0,0.0,350.0,100000.0,16,160800,33,1
1139,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,5,1000.0,0.0,0.0,1000.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1000.0,1550000.0,8,81800,42,1
1140,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,12,225.0,50.0,0.0,275.0,0.0,0,0.0,0.0,0.0,0,0,0.0,275.0,11139.0,26,260800,28,1
1141,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5,450.0,0.0,0.0,450.0,0.0,0,0.0,0.0,0.0,0,0,0.0,450.0,18735.0,2,20302,50,1
1142,PERMIT - ELECTRIC WIRING,FIRE PROTECTION SYSTEM,40,675.0,0.0,0.0,675.0,0.0,0,0.0,0.0,0.0,0,0,0.0,675.0,20000.0,28,833000,27,1
1148,PERMIT - REINSTATE REVOKED PMT,EASY PERMIT,1,1650.0,0.0,0.0,1650.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1650.0,1.0,56,980100,23,1
1155,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,225,750.0,50.0,0.0,800.0,0.0,0,0.0,0.0,0.0,0,0,0.0,800.0,50000.0,13,130100,50,1
1158,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,1,475.0,50.0,0.0,525.0,0.0,0,0.0,0.0,0.0,0,0,0.0,525.0,50000.0,39,390100,4,1
1160,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,170,2488.32,50.0,2250.0,4788.32,0.0,0,0.0,0.0,0.0,0,0,0.0,4788.32,150000.0,24,241600,2,1
1162,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,76,703.8,50.0,0.0,753.8,0.0,0,0.0,0.0,0.0,0,0,0.0,753.8,50000.0,29,841600,24,1
1163,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,13,1058.64,50.0,750.0,1858.64,0.0,0,0.0,0.0,0.0,0,0,0.0,1858.64,90000.0,38,381200,3,1
